Product Name,Ingredients,Protein (g),Carbs (g),Fat (g),Fiber (g),Sugar (g),Calories,Calcium (mg),Sodium (mg),Healthy (1/0),Reason
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin)",0,13,13,2,8,210,51,5,1,"Higher cocoa content with less sugar, healthier option"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Lecithin)",4,17,14,7,6,219,54,5,1,"High cocoa percentage, low sugar, good for dark chocolate lovers"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Milk Fat)",3,12,28,3,24,241,41,49,0,"High in sugar and calories, moderate fat content"
Chocolate,"Milk Chocolate (Sugar, Honey, Almonds, Cocoa Butter)",4,13,33,1,24,250,35,45,0,"High sugar and fat, with added honey and almonds"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Peanut Butter)",6,12,24,1,20,232,40,59,0,"High sugar and calories, moderate protein content"
Chocolate,"Dark Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter)",1,13,19,3,17,192,56,11,1,Good dark chocolate option with moderate sugar
Chocolate,Cocoa Mass,5,12,9,5,0,170,59,0,1,"No added sugar, high fiber, very healthy option"
Almonds,Almonds,5,16,7,3,2,160,74,1,1,"Whole, raw almonds; high in healthy fats and nutrients"
Almonds,Almonds,7,17,6,4,1,171,81,1,1,Roasted without added salt; healthy option
Almonds,"Almonds, Honey, Sugar",5,12,27,3,18,201,60,1,0,High in sugar due to honey and added sugar
Almonds,"Almonds, Salt",6,15,5,3,0,171,81,151,0,"High sodium content, making them less healthy"
Almonds,"Almonds, Dark Chocolate",4,11,16,3,10,190,66,6,0,"Contains added sugar from chocolate, making it less healthy"
Almonds,Almonds,6,18,6,4,2,180,85,0,1,Made from ground almonds; healthy fats and protein
Almonds,"Almonds, Water, Calcium Carbonate",1,3,0,2,1,30,300,179,1,Low in calories and sugars; healthy alternative to dairy
Almonds,"Almonds, Spices, Oil",6,12,8,4,0,159,76,1,1,"Contains healthy spices, but check oil content"
Almonds,Blanched Almonds,6,14,6,3,0,161,76,1,1,"Low-carb flour alternative, high in nutrients"
Almonds,"Almonds, Sea Salt",6,15,7,4,0,170,80,179,0,"High sodium content due to sea salt, making it less healthy"
Soup,"Chicken Broth, Noodles, Chicken, Vegetables, Salt",3,2,22,2,1,191,26,889,0,"High in sodium and low in protein, processed ingredients"
Soup,"Tomatoes, Water, Sugar, Salt, Citric Acid",2,1,17,1,4,120,19,480,0,"High in sugar and sodium, processed with low nutritional value"
Soup,"Noodles, Seasoning, Salt, Flavoring",9,13,53,2,0,320,9,1600,0,"High in sodium and fat, processed with little nutritional value"
Soup,"Chicken Broth, Chicken, Vegetables, Rice, Salt",7,2,19,3,0,180,30,650,0,Moderate in sodium; better than some options but still processed
Soup,"Dehydrated Onion, Salt, Sugar, Corn Starch",0,1,18,0,4,110,14,1149,0,"High sodium content and low protein, not a healthy option"
Soup,"Lentils, Vegetables, Vegetable Broth, Spices",9,3,31,7,1,250,36,380,1,"Made with organic ingredients, high in fiber and protein"
Soup,"Chicken Broth, Noodles, Cream, Chicken, Salt",5,7,19,0,1,159,23,820,0,"High in calories and sodium, processed with low nutritional value"
Soup,"Chicken, Vegetables, Chicken Broth, Noodles",9,8,26,2,2,201,28,891,0,"High sodium and calorie content, processed ingredients"
Soup,"Miso Paste, Seaweed, Tofu, Seasonings",3,1,6,0,2,101,41,479,1,"Lower in calories, with good protein and low fat"
Soup,"Vegetables, Vegetable Broth, Herbs, Spices",3,1,20,3,3,150,35,299,1,"Made with organic ingredients, lower in sodium and calories"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices",4,62,12,3,3,367,20,1100,0,"High sodium, low fiber"
Maggi,"Whole Wheat Flour, Palm Oil, Salt, Spices",8,57,9,7,2,345,25,1001,1,"Higher fiber due to whole wheat, moderate sodium"
Maggi,"Rice Flour, Palm Oil, Salt, Spices",6,64,12,2,3,372,14,1050,0,"High sodium, low protein and fiber"
Maggi,"Oats, Palm Oil, Salt, Spices",8,54,7,4,3,342,30,948,1,"High fiber, moderate sodium, balanced nutrition"
Maggi,"Wheat Flour, Dehydrated Vegetables, Salt, Spices",5,58,11,3,4,361,17,1079,0,"High sodium, low fiber, moderate fat"
Maggi,"Wheat Flour, Chicken Flavor, Palm Oil, Spices",6,60,11,3,3,372,16,1120,0,"High sodium, low fiber, moderate protein"
Maggi,"Wheat Flour, Cheese Powder, Palm Oil, Salt, Spices",6,62,13,2,5,395,35,1152,0,"High sodium and fat, moderate carbs and protein"
Maggi,"Wheat Flour, Palm Oil, Salt, Masala Spices",5,59,11,2,2,368,19,1101,0,"High sodium, low fiber"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Onion)",5,61,13,2,2,368,20,1099,0,"Similar to classic, no onion but high sodium"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Garlic)",5,59,12,1,2,368,22,1088,0,"Similar to classic, no garlic but high sodium"
Oats,"Oats, Salt",13,55,3,9,0,317,40,120,1,"High fiber, moderate carbs, low sugar and sodium"
Oats,"Oats, Honey, Salt",12,59,4,4,9,357,34,131,1,"Moderate fiber, high sugar from honey, moderate sodium"
Oats,"Oats, Dried Fruits (Raisins, Apples), Salt",11,58,6,5,16,356,39,124,1,"Higher sugar content, balanced fiber and protein"
Oats,"Oats, Almonds, Salt",14,51,7,9,2,354,60,112,1,"High protein and fiber from almonds, low sugar and sodium"
Oats,"Steel-Cut Oats, Salt",14,49,4,10,1,338,36,104,1,"High fiber and protein, low sodium and sugar"
Oats,"Oats, Cinnamon, Salt",13,58,7,5,4,333,31,122,1,"Moderate sugar from cinnamon, high fiber, and low sodium"
Oats,"Oats, Chia Seeds, Salt",14,56,8,13,0,385,49,110,1,"High fiber and healthy fats from chia seeds, low sugar and sodium"
Oats,"Gluten-Free Oats, Salt",12,55,6,8,1,332,35,116,1,"High fiber, suitable for gluten-sensitive consumers, low sugar"
Oats,"Organic Oats, Salt",15,53,4,8,1,322,30,98,1,"High fiber, low sodium, organic product"
Oats,"Oats, Cocoa Powder, Sugar, Salt",11,60,7,6,15,377,22,135,0,"High sugar from chocolate, moderate protein and fiber, high sodium"
Lays,"Potatoes, Vegetable Oil, Salt",2,16,8,1,0,153,10,169,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Salt, Vinegar",2,17,9,2,1,147,13,211,0,"High sodium, moderate fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Sour Cream, Onion Powder, Salt",1,17,9,3,2,160,12,180,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Barbecue Seasoning, Salt",1,17,9,1,3,160,15,199,0,"High sodium, moderate carbs and sugar, low fiber"
Lays,"Potatoes, Cornstarch, Salt, Sugar, Sunflower Oil",3,22,4,3,1,133,7,182,1,"Lower fat, higher carbs, moderate sodium"
Lays,"Potatoes, Cornstarch, Sour Cream, Onion Powder, Salt",2,23,4,2,3,136,9,191,1,"Lower fat, moderate sodium, moderate carbs"
Lays,"Potatoes, Vegetable Oil, Flamin' Hot Seasoning, Salt",2,16,10,1,2,157,6,220,0,"High fat, high sodium, low fiber"
Lays,"Potatoes, Vegetable Oil, Jalapeno Seasoning, Salt",4,18,9,2,2,154,10,201,0,"High sodium, moderate carbs and fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Salt",1,17,11,2,0,153,10,159,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Light Salt",2,15,9,0,0,138,5,104,1,"Lower sodium, moderate fat and carbs"
Biscuits,"Whole Wheat Flour, Sugar, Vegetable Oil, Salt",3,20,7,3,6,160,14,120,1,"High fiber from whole wheat, moderate sugar"
Biscuits,"Refined Flour, Sugar, Vegetable Oil, Cream, Salt",1,25,10,0,14,231,8,181,0,"High sugar and fat content, low fiber"
Biscuits,"Wheat Flour, Sugar, Palm Oil, Salt, Malt Extract",2,24,7,3,6,162,9,109,1,"Low fat, moderate sugar, suitable for light snacking"
Biscuits,"Oats, Sugar, Vegetable Oil, Salt",3,20,8,1,5,182,17,126,1,"High fiber from oats, moderate fat and sugar"
Biscuits,"Refined Flour, Sugar, Chocolate Chips, Vegetable Oil, Salt",2,30,12,0,18,283,12,199,0,"High sugar, high fat, low fiber"
Biscuits,"Refined Flour, Butter, Sugar, Salt",3,26,14,0,15,275,11,149,0,"Very high fat, high sugar, very low fiber"
Biscuits,"Whole Wheat, Oats, Barley, Sugar, Vegetable Oil, Salt",3,21,9,4,4,200,25,130,1,"High fiber from whole grains, moderate fat and sugar"
Biscuits,"Refined Flour, Cocoa, Sugar, Cream, Vegetable Oil, Salt",4,28,13,0,18,250,14,190,0,"High sugar, high fat, low fiber"
Biscuits,"Whole Wheat, Artificial Sweetener, Vegetable Oil, Salt",4,15,6,4,3,140,8,109,1,"Low sugar, high fiber, suitable for diabetic consumers"
Biscuits,"Refined Flour, Coconut, Sugar, Vegetable Oil, Salt",2,26,11,1,13,225,18,149,0,"High sugar and fat, moderate carbs"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",6,16,5,2,3,191,18,130,0,"High in sugar and calories, with added oils"
Peanut Butter,"Roasted Peanuts, Sugar, Palm Oil, Salt",6,17,6,2,3,196,23,142,0,"Similar to Skippy, high in sugar and calories"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",9,17,8,2,2,200,29,141,0,"Contains added sugars and oils, making it less healthy"
Peanut Butter,"Peanuts, Salt",9,14,6,1,4,180,35,0,1,"No added sugar or oils, healthier option"
Peanut Butter,"Peanuts, Salt",9,15,5,1,0,180,34,0,1,"No added sugars or oils, higher quality choice"
Peanut Butter,"Peanuts, Palm Oil",7,18,8,2,2,199,25,1,1,"Higher fat content, but no added sugar, making it a better choice"
Peanut Butter,"Peanuts, Salt",6,18,7,1,0,180,36,0,1,"No added sugars, only peanuts and salt, healthier option"
Peanut Butter,"Organic Peanuts, Salt",9,18,5,2,1,179,42,0,1,Organic option with no added sugars or oils
Peanut Butter,"Organic Peanuts, Sea Salt",6,17,8,2,0,186,40,0,1,"Organic with no added sugars, healthier option"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",7,14,8,2,2,194,25,131,0,"Similar to Skippy but with added chunky peanuts, still unhealthy"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Chocolate)",2,13,27,3,24,219,42,70,0,"High sugar and fat content, moderate calories"
Chocolate,"Milk Chocolate (Sugar, Peanuts, Corn Syrup, Hydrogenated Palm Oil, Skimmed Milk Powder)",4,11,33,0,26,231,44,61,0,"High in sugar and calories, with added fats"
Chocolate,"Milk Chocolate (Sugar, Glucose Syrup, Skimmed Milk Powder, Cocoa Butter)",1,10,37,0,29,239,34,89,0,"High sugar and fat, moderate calories"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin)",2,14,12,3,6,209,49,4,1,"Higher cocoa content with less sugar, healthier option"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Lecithin)",5,16,14,6,4,220,56,6,1,"High cocoa percentage, low sugar, good for dark chocolate lovers"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Milk Fat)",2,11,28,1,23,240,38,51,0,"High in sugar and calories, moderate fat content"
Chocolate,"Milk Chocolate (Sugar, Honey, Almonds, Cocoa Butter)",4,14,33,2,25,251,33,45,0,"High sugar and fat, with added honey and almonds"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Peanut Butter)",6,14,25,0,20,230,40,59,0,"High sugar and calories, moderate protein content"
Chocolate,"Dark Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter)",2,13,20,3,15,190,56,9,1,Good dark chocolate option with moderate sugar
Chocolate,Cocoa Mass,4,11,8,4,0,169,60,1,1,"No added sugar, high fiber, very healthy option"
Almonds,Almonds,6,14,6,2,1,158,75,3,1,"Whole, raw almonds; high in healthy fats and nutrients"
Almonds,Almonds,7,15,5,5,2,171,79,2,1,Roasted without added salt; healthy option
Almonds,"Almonds, Honey, Sugar",7,11,26,4,17,199,60,2,0,High in sugar due to honey and added sugar
Almonds,"Almonds, Salt",5,13,4,4,0,170,83,149,0,"High sodium content, making them less healthy"
Almonds,"Almonds, Dark Chocolate",3,15,15,3,10,191,66,4,0,"Contains added sugar from chocolate, making it less healthy"
Almonds,Almonds,7,19,4,3,0,179,85,0,1,Made from ground almonds; healthy fats and protein
Almonds,"Almonds, Water, Calcium Carbonate",2,4,1,0,0,29,302,178,1,Low in calories and sugars; healthy alternative to dairy
Almonds,"Almonds, Spices, Oil",6,15,5,2,0,159,75,0,1,"Contains healthy spices, but check oil content"
Almonds,Blanched Almonds,5,16,6,2,1,161,76,1,1,"Low-carb flour alternative, high in nutrients"
Almonds,"Almonds, Sea Salt",6,14,7,4,1,170,80,181,0,"High sodium content due to sea salt, making it less healthy"
Soup,"Chicken Broth, Noodles, Chicken, Vegetables, Salt",3,2,22,2,0,191,25,889,0,"High in sodium and low in protein, processed ingredients"
Soup,"Tomatoes, Water, Sugar, Salt, Citric Acid",2,0,16,1,9,120,20,477,0,"High in sugar and sodium, processed with low nutritional value"
Soup,"Noodles, Seasoning, Salt, Flavoring",8,12,56,2,0,320,10,1602,0,"High in sodium and fat, processed with little nutritional value"
Soup,"Chicken Broth, Chicken, Vegetables, Rice, Salt",7,1,20,1,1,180,29,649,0,Moderate in sodium; better than some options but still processed
Soup,"Dehydrated Onion, Salt, Sugar, Corn Starch",2,0,19,0,4,111,15,1150,0,"High sodium content and low protein, not a healthy option"
Soup,"Lentils, Vegetables, Vegetable Broth, Spices",9,2,29,7,0,249,35,381,1,"Made with organic ingredients, high in fiber and protein"
Soup,"Chicken Broth, Noodles, Cream, Chicken, Salt",3,9,19,2,1,159,27,819,0,"High in calories and sodium, processed with low nutritional value"
Soup,"Chicken, Vegetables, Chicken Broth, Noodles",11,5,28,3,2,201,30,890,0,"High sodium and calorie content, processed ingredients"
Soup,"Miso Paste, Seaweed, Tofu, Seasonings",1,1,6,1,2,99,41,480,1,"Lower in calories, with good protein and low fat"
Soup,"Vegetables, Vegetable Broth, Herbs, Spices",4,2,21,5,2,149,34,299,1,"Made with organic ingredients, lower in sodium and calories"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices",4,63,12,2,2,369,19,1098,0,"High sodium, low fiber"
Maggi,"Whole Wheat Flour, Palm Oil, Salt, Spices",5,58,11,4,2,346,24,998,1,"Higher fiber due to whole wheat, moderate sodium"
Maggi,"Rice Flour, Palm Oil, Salt, Spices",4,60,12,3,2,373,15,1048,0,"High sodium, low protein and fiber"
Maggi,"Oats, Palm Oil, Salt, Spices",7,52,10,6,1,344,29,953,1,"High fiber, moderate sodium, balanced nutrition"
Maggi,"Wheat Flour, Dehydrated Vegetables, Salt, Spices",4,58,12,4,2,360,20,1081,0,"High sodium, low fiber, moderate fat"
Maggi,"Wheat Flour, Chicken Flavor, Palm Oil, Spices",6,60,12,0,4,372,16,1119,0,"High sodium, low fiber, moderate protein"
Maggi,"Wheat Flour, Cheese Powder, Palm Oil, Salt, Spices",6,63,15,3,5,392,35,1151,0,"High sodium and fat, moderate carbs and protein"
Maggi,"Wheat Flour, Palm Oil, Salt, Masala Spices",5,60,12,3,3,370,22,1100,0,"High sodium, low fiber"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Onion)",3,59,11,0,3,367,19,1100,0,"Similar to classic, no onion but high sodium"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Garlic)",6,59,12,3,2,368,20,1090,0,"Similar to classic, no garlic but high sodium"
Oats,"Oats, Salt",14,54,2,9,1,314,39,120,1,"High fiber, moderate carbs, low sugar and sodium"
Oats,"Oats, Honey, Salt",14,60,5,5,9,358,34,131,1,"Moderate fiber, high sugar from honey, moderate sodium"
Oats,"Oats, Dried Fruits (Raisins, Apples), Salt",12,60,6,8,14,358,40,126,1,"Higher sugar content, balanced fiber and protein"
Oats,"Oats, Almonds, Salt",14,50,9,8,2,355,60,109,1,"High protein and fiber from almonds, low sugar and sodium"
Oats,"Steel-Cut Oats, Salt",14,51,3,10,0,339,35,106,1,"High fiber and protein, low sodium and sugar"
Oats,"Oats, Cinnamon, Salt",12,56,2,6,3,331,31,122,1,"Moderate sugar from cinnamon, high fiber, and low sodium"
Oats,"Oats, Chia Seeds, Salt",13,52,10,11,3,384,49,109,1,"High fiber and healthy fats from chia seeds, low sugar and sodium"
Oats,"Gluten-Free Oats, Salt",13,54,6,7,2,335,35,115,1,"High fiber, suitable for gluten-sensitive consumers, low sugar"
Oats,"Organic Oats, Salt",14,52,3,9,2,323,29,100,1,"High fiber, low sodium, organic product"
Oats,"Oats, Cocoa Powder, Sugar, Salt",13,61,6,4,13,377,21,133,0,"High sugar from chocolate, moderate protein and fiber, high sodium"
Lays,"Potatoes, Vegetable Oil, Salt",1,18,11,1,0,151,10,170,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Salt, Vinegar",1,16,9,1,0,145,15,210,0,"High sodium, moderate fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Sour Cream, Onion Powder, Salt",2,19,10,0,2,161,13,180,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Barbecue Seasoning, Salt",2,17,8,2,0,160,14,200,0,"High sodium, moderate carbs and sugar, low fiber"
Lays,"Potatoes, Cornstarch, Salt, Sugar, Sunflower Oil",1,22,3,2,1,134,8,182,1,"Lower fat, higher carbs, moderate sodium"
Lays,"Potatoes, Cornstarch, Sour Cream, Onion Powder, Salt",1,22,5,5,2,136,9,191,1,"Lower fat, moderate sodium, moderate carbs"
Lays,"Potatoes, Vegetable Oil, Flamin' Hot Seasoning, Salt",1,17,10,1,1,158,9,220,0,"High fat, high sodium, low fiber"
Lays,"Potatoes, Vegetable Oil, Jalapeno Seasoning, Salt",4,17,9,2,2,152,9,201,0,"High sodium, moderate carbs and fat, low fiber"
Lays,"Potatoes, Vegetable Oil, Salt",2,17,11,0,0,154,8,160,0,"High fat, low fiber, moderate sodium"
Lays,"Potatoes, Vegetable Oil, Light Salt",0,16,8,1,0,139,5,105,1,"Lower sodium, moderate fat and carbs"
Biscuits,"Whole Wheat Flour, Sugar, Vegetable Oil, Salt",2,20,5,3,6,161,15,120,1,"High fiber from whole wheat, moderate sugar"
Biscuits,"Refined Flour, Sugar, Vegetable Oil, Cream, Salt",3,25,10,1,15,230,8,181,0,"High sugar and fat content, low fiber"
Biscuits,"Wheat Flour, Sugar, Palm Oil, Salt, Malt Extract",2,22,5,0,8,161,7,113,1,"Low fat, moderate sugar, suitable for light snacking"
Biscuits,"Oats, Sugar, Vegetable Oil, Salt",3,18,6,2,6,181,18,126,1,"High fiber from oats, moderate fat and sugar"
Biscuits,"Refined Flour, Sugar, Chocolate Chips, Vegetable Oil, Salt",0,30,11,2,19,283,13,198,0,"High sugar, high fat, low fiber"
Biscuits,"Refined Flour, Butter, Sugar, Salt",1,28,16,0,12,275,10,150,0,"Very high fat, high sugar, very low fiber"
Biscuits,"Whole Wheat, Oats, Barley, Sugar, Vegetable Oil, Salt",5,21,8,4,3,201,25,129,1,"High fiber from whole grains, moderate fat and sugar"
Biscuits,"Refined Flour, Cocoa, Sugar, Cream, Vegetable Oil, Salt",4,28,13,3,16,251,16,190,0,"High sugar, high fat, low fiber"
Biscuits,"Whole Wheat, Artificial Sweetener, Vegetable Oil, Salt",5,17,7,2,0,140,7,110,1,"Low sugar, high fiber, suitable for diabetic consumers"
Biscuits,"Refined Flour, Coconut, Sugar, Vegetable Oil, Salt",3,23,10,1,12,225,16,150,0,"High sugar and fat, moderate carbs"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",5,17,8,2,3,189,19,131,0,"High in sugar and calories, with added oils"
Peanut Butter,"Roasted Peanuts, Sugar, Palm Oil, Salt",6,17,10,2,4,194,25,138,0,"Similar to Skippy, high in sugar and calories"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",10,15,8,2,5,201,29,140,0,"Contains added sugars and oils, making it less healthy"
Peanut Butter,"Peanuts, Salt",8,16,8,4,2,180,35,0,1,"No added sugar or oils, healthier option"
Peanut Butter,"Peanuts, Salt",8,16,7,2,0,180,35,1,1,"No added sugars or oils, higher quality choice"
Peanut Butter,"Peanuts, Palm Oil",7,15,8,2,1,199,24,0,1,"Higher fat content, but no added sugar, making it a better choice"
Peanut Butter,"Peanuts, Salt",7,16,7,2,0,179,35,0,1,"No added sugars, only peanuts and salt, healthier option"
Peanut Butter,"Organic Peanuts, Salt",8,15,6,1,0,180,40,1,1,Organic option with no added sugars or oils
Peanut Butter,"Organic Peanuts, Sea Salt",8,16,7,2,1,183,41,0,1,"Organic with no added sugars, healthier option"
Peanut Butter,"Roasted Peanuts, Sugar, Hydrogenated Vegetable Oil, Salt",7,17,8,2,2,196,25,129,0,"Similar to Skippy but with added chunky peanuts, still unhealthy"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Skimmed Milk Powder, Chocolate)",4,12,28,0,25,221,39,71,0,"High sugar and fat content, moderate calories"
Chocolate,"Milk Chocolate (Sugar, Peanuts, Corn Syrup, Hydrogenated Palm Oil, Skimmed Milk Powder)",4,12,33,1,26,230,45,60,0,"High in sugar and calories, with added fats"
Chocolate,"Milk Chocolate (Sugar, Glucose Syrup, Skimmed Milk Powder, Cocoa Butter)",0,10,36,0,30,239,34,90,0,"High sugar and fat, moderate calories"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Soy Lecithin)",0,14,14,3,9,210,49,4,1,"Higher cocoa content with less sugar, healthier option"
Chocolate,"Cocoa Mass, Sugar, Cocoa Butter, Emulsifier (Lecithin)",3,14,15,7,5,219,52,5,1,"High cocoa percentage, low sugar, good for dark chocolate lovers"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Milk Fat)",4,14,29,2,23,240,39,48,0,"High in sugar and calories, moderate fat content"
Chocolate,"Milk Chocolate (Sugar, Honey, Almonds, Cocoa Butter)",3,14,35,2,25,249,34,45,0,"High sugar and fat, with added honey and almonds"
Chocolate,"Milk Chocolate (Sugar, Cocoa Butter, Peanut Butter)",5,13,26,2,23,232,39,60,0,"High sugar and calories, moderate protein content"
Chocolate,"Dark Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter)",2,13,20,4,15,189,54,11,1,Good dark chocolate option with moderate sugar
Chocolate,Cocoa Mass,3,13,7,3,0,169,59,0,1,"No added sugar, high fiber, very healthy option"
Almonds,Almonds,7,15,4,3,3,159,75,0,1,"Whole, raw almonds; high in healthy fats and nutrients"
Almonds,Almonds,6,13,5,6,1,171,80,1,1,Roasted without added salt; healthy option
Almonds,"Almonds, Honey, Sugar",7,12,29,2,17,201,58,1,0,High in sugar due to honey and added sugar
Almonds,"Almonds, Salt",6,15,6,4,1,172,80,150,0,"High sodium content, making them less healthy"
Almonds,"Almonds, Dark Chocolate",5,12,16,2,8,191,65,3,0,"Contains added sugar from chocolate, making it less healthy"
Almonds,Almonds,6,18,6,4,0,181,85,0,1,Made from ground almonds; healthy fats and protein
Almonds,"Almonds, Water, Calcium Carbonate",1,3,0,0,0,30,300,181,1,Low in calories and sugars; healthy alternative to dairy
Almonds,"Almonds, Spices, Oil",5,14,7,4,1,163,76,2,1,"Contains healthy spices, but check oil content"
Almonds,Blanched Almonds,7,15,5,3,3,160,74,0,1,"Low-carb flour alternative, high in nutrients"
Almonds,"Almonds, Sea Salt",4,16,4,4,2,169,81,181,0,"High sodium content due to sea salt, making it less healthy"
Soup,"Chicken Broth, Noodles, Chicken, Vegetables, Salt",3,1,24,0,1,190,24,891,0,"High in sodium and low in protein, processed ingredients"
Soup,"Tomatoes, Water, Sugar, Salt, Citric Acid",3,1,16,2,5,119,20,480,0,"High in sugar and sodium, processed with low nutritional value"
Soup,"Noodles, Seasoning, Salt, Flavoring",8,15,53,2,0,320,8,1599,0,"High in sodium and fat, processed with little nutritional value"
Soup,"Chicken Broth, Chicken, Vegetables, Rice, Salt",5,3,19,2,2,179,29,649,0,Moderate in sodium; better than some options but still processed
Soup,"Dehydrated Onion, Salt, Sugar, Corn Starch",1,0,17,0,4,110,15,1149,0,"High sodium content and low protein, not a healthy option"
Soup,"Lentils, Vegetables, Vegetable Broth, Spices",9,3,30,7,2,249,35,380,1,"Made with organic ingredients, high in fiber and protein"
Soup,"Chicken Broth, Noodles, Cream, Chicken, Salt",3,7,19,0,3,161,26,819,0,"High in calories and sodium, processed with low nutritional value"
Soup,"Chicken, Vegetables, Chicken Broth, Noodles",10,8,28,4,2,201,31,888,0,"High sodium and calorie content, processed ingredients"
Soup,"Miso Paste, Seaweed, Tofu, Seasonings",3,1,6,0,1,98,39,480,1,"Lower in calories, with good protein and low fat"
Soup,"Vegetables, Vegetable Broth, Herbs, Spices",5,1,20,3,2,151,35,299,1,"Made with organic ingredients, lower in sodium and calories"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices",4,60,12,1,0,368,21,1101,0,"High sodium, low fiber"
Maggi,"Whole Wheat Flour, Palm Oil, Salt, Spices",7,61,10,5,1,346,26,1000,1,"Higher fiber due to whole wheat, moderate sodium"
Maggi,"Rice Flour, Palm Oil, Salt, Spices",3,61,11,2,3,373,15,1051,0,"High sodium, low protein and fiber"
Maggi,"Oats, Palm Oil, Salt, Spices",6,55,11,5,2,342,33,950,1,"High fiber, moderate sodium, balanced nutrition"
Maggi,"Wheat Flour, Dehydrated Vegetables, Salt, Spices",5,58,9,2,4,360,17,1079,0,"High sodium, low fiber, moderate fat"
Maggi,"Wheat Flour, Chicken Flavor, Palm Oil, Spices",7,58,12,2,3,371,15,1119,0,"High sodium, low fiber, moderate protein"
Maggi,"Wheat Flour, Cheese Powder, Palm Oil, Salt, Spices",8,61,14,2,4,393,34,1150,0,"High sodium and fat, moderate carbs and protein"
Maggi,"Wheat Flour, Palm Oil, Salt, Masala Spices",5,60,14,0,3,371,20,1100,0,"High sodium, low fiber"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Onion)",5,59,12,1,1,367,19,1101,0,"Similar to classic, no onion but high sodium"
Maggi,"Wheat Flour, Palm Oil, Salt, Spices (No Garlic)",5,59,11,3,2,368,19,1090,0,"Similar to classic, no garlic but high sodium"
Oats,"Oats, Salt",12,54,4,7,1,317,39,119,1,"High fiber, moderate carbs, low sugar and sodium"
Oats,"Oats, Honey, Salt",13,62,7,5,10,357,36,130,1,"Moderate fiber, high sugar from honey, moderate sodium"
Oats,"Oats, Dried Fruits (Raisins, Apples), Salt",13,58,6,8,13,358,40,124,1,"Higher sugar content, balanced fiber and protein"
Oats,"Oats, Almonds, Salt",15,52,8,9,3,354,60,109,1,"High protein and fiber from almonds, low sugar and sodium"
Oats,"Steel-Cut Oats, Salt",15,50,6,10,0,338,35,105,1,"High fiber and protein, low sodium and sugar"
Oats,"Oats, Cinnamon, Salt",13,56,4,7,4,333,30,121,1,"Moderate sugar from cinnamon, high fiber, and low sodium"
Oats,"Oats, Chia Seeds, Salt",15,54,10,10,0,384,50,110,1,"High fiber and healthy fats from chia seeds, low sugar and sodium"
Oats,"Gluten-Free Oats, Salt",13,55,3,10,0,332,35,117,1,"High fiber, suitable for gluten-sensitive consumers, low sugar"
Oats,"Organic Oats, Salt",13,53,4,9,2,323,28,99,1,"High fiber, low sodium, organic product"
Oats,"Oats, Cocoa Powder, Sugar, Salt",13,58,6,6,17,376,20,136,0,"High sugar from chocolate, moderate protein and fiber, high sodium"
